CARE_AVG,FAIRNESS_AVG,LOYALTY_AVG,AUTHORITY_AVG,PURITY_AVG,Sex,Country
3.0,3.666666666666667,3.333333333333333,2.6666666666666665,3.166666666666667,0,Hungary
3.333333333333333,4.166666666666667,4.166666666666667,3.166666666666667,3.833333333333333,0,Hungary
3.833333333333333,4.666666666666667,3.333333333333333,2.5,2.6666666666666665,0,Hungary
3.666666666666667,4.5,1.1666666666666663,1.3333333333333337,0.5,1,Hungary
2.6666666666666665,3.0,1.8333333333333333,2.333333333333333,2.5,1,Hungary
2.6666666666666665,3.0,1.8333333333333333,2.333333333333333,2.5,1,Hungary
2.833333333333333,3.666666666666667,2.833333333333333,3.0,2.1666666666666665,1,Hungary
3.833333333333333,3.5,4.166666666666667,4.666666666666667,4.0,0,Hungary
3.833333333333333,3.666666666666667,2.5,2.333333333333333,2.0,1,Hungary
2.6666666666666665,3.833333333333333,0.8333333333333333,0.6666666666666667,1.5,0,Hungary
3.833333333333333,4.0,2.833333333333333,2.333333333333333,2.1666666666666665,1,Hungary
3.0,3.333333333333333,2.5,2.6666666666666665,2.1666666666666665,0,Hungary
2.833333333333333,2.833333333333333,1.8333333333333333,2.6666666666666665,1.3333333333333337,1,Hungary
4.0,3.833333333333333,1.3333333333333337,0.8333333333333333,0.1666666666666667,0,Hungary
3.0,3.333333333333333,3.5,3.0,2.833333333333333,1,Hungary
3.5,4.0,1.6666666666666663,2.5,1.3333333333333337,0,Hungary
3.333333333333333,4.0,3.166666666666667,3.0,2.6666666666666665,1,Hungary
3.833333333333333,4.0,4.166666666666667,4.833333333333333,4.833333333333333,1,Hungary
3.833333333333333,4.0,4.166666666666667,4.833333333333333,4.833333333333333,1,Hungary
4.5,3.666666666666667,1.3333333333333337,0.5,0.3333333333333332,0,Hungary
3.333333333333333,3.5,2.1666666666666665,1.6666666666666663,0.8333333333333333,1,Hungary
5.0,4.333333333333333,3.0,2.1666666666666665,1.6666666666666663,0,Hungary
2.333333333333333,3.5,1.1666666666666663,2.333333333333333,1.6666666666666663,1,Hungary
3.333333333333333,3.333333333333333,1.3333333333333337,1.8333333333333333,1.3333333333333337,0,Hungary
3.166666666666667,3.333333333333333,1.3333333333333337,2.1666666666666665,1.3333333333333337,1,Hungary
3.166666666666667,3.333333333333333,1.3333333333333337,2.1666666666666665,1.3333333333333337,1,Hungary
4.0,5.0,3.5,3.833333333333333,4.166666666666667,0,Hungary
4.666666666666667,3.666666666666667,5.0,4.5,5.0,0,Hungary
3.333333333333333,2.6666666666666665,2.5,3.0,2.333333333333333,0,Hungary
3.333333333333333,2.6666666666666665,2.5,3.0,2.333333333333333,0,Hungary
3.333333333333333,3.833333333333333,3.0,3.0,3.0,0,Hungary
4.666666666666667,4.5,3.833333333333333,3.0,2.333333333333333,1,Hungary
2.6666666666666665,4.0,1.5,0.8333333333333333,0.8333333333333333,1,Hungary
3.333333333333333,3.833333333333333,2.333333333333333,3.333333333333333,2.0,1,Hungary
4.333333333333333,3.666666666666667,2.833333333333333,2.6666666666666665,1.8333333333333333,0,Hungary
4.166666666666667,4.0,4.166666666666667,3.666666666666667,4.166666666666667,0,Hungary
3.5,4.333333333333333,2.333333333333333,3.0,1.8333333333333333,0,Hungary
3.333333333333333,3.833333333333333,2.6666666666666665,2.833333333333333,2.333333333333333,0,Hungary
4.333333333333333,4.833333333333333,4.166666666666667,4.333333333333333,4.0,1,Hungary
4.333333333333333,4.833333333333333,4.166666666666667,4.333333333333333,4.0,1,Hungary
3.666666666666667,3.666666666666667,3.0,2.833333333333333,2.833333333333333,0,Hungary
3.666666666666667,3.666666666666667,3.0,2.833333333333333,2.833333333333333,0,Hungary
3.5,3.666666666666667,1.0,0.8333333333333333,0.3333333333333332,0,Hungary
3.166666666666667,2.833333333333333,2.6666666666666665,2.833333333333333,1.6666666666666663,1,Hungary
4.5,4.833333333333333,3.166666666666667,2.6666666666666665,2.1666666666666665,1,Hungary
3.5,3.0,2.333333333333333,3.166666666666667,2.333333333333333,0,Hungary
3.5,3.666666666666667,4.166666666666667,3.666666666666667,3.166666666666667,1,Hungary
4.166666666666667,4.5,3.5,1.0,0.1666666666666667,0,Hungary
3.166666666666667,3.0,2.5,2.5,2.5,1,Hungary
3.333333333333333,4.0,2.0,2.6666666666666665,2.5,1,Hungary
2.0,2.333333333333333,3.333333333333333,4.333333333333333,4.166666666666667,1,Hungary
3.166666666666667,2.0,2.833333333333333,2.1666666666666665,2.0,0,Hungary
4.5,4.666666666666667,3.5,2.1666666666666665,3.166666666666667,0,Hungary
4.5,4.666666666666667,3.5,2.1666666666666665,3.166666666666667,0,Hungary
3.5,3.833333333333333,3.166666666666667,3.5,3.666666666666667,0,Hungary
3.5,3.833333333333333,3.166666666666667,3.5,3.666666666666667,0,Hungary
4.0,2.833333333333333,3.0,2.5,2.833333333333333,0,Hungary
3.5,3.5,2.5,1.5,2.6666666666666665,1,Hungary
3.5,3.5,2.5,1.5,2.6666666666666665,1,Hungary
4.166666666666667,4.166666666666667,2.6666666666666665,3.0,2.6666666666666665,0,Hungary
4.333333333333333,4.5,2.5,1.6666666666666663,0.8333333333333333,0,Hungary
4.666666666666667,4.666666666666667,3.666666666666667,2.5,4.333333333333333,0,Hungary
3.666666666666667,3.5,1.8333333333333333,1.6666666666666663,1.1666666666666663,0,Hungary
3.5,2.0,2.6666666666666665,3.5,2.833333333333333,1,Hungary
4.166666666666667,2.833333333333333,3.0,2.6666666666666665,3.333333333333333,0,Hungary
4.166666666666667,2.833333333333333,3.0,2.6666666666666665,3.333333333333333,0,Hungary
3.666666666666667,3.833333333333333,4.0,3.333333333333333,3.0,0,Hungary
3.666666666666667,3.833333333333333,4.0,3.333333333333333,3.0,0,Hungary
3.0,2.6666666666666665,1.8333333333333333,1.3333333333333337,1.5,1,Hungary
4.0,3.833333333333333,2.5,2.833333333333333,3.166666666666667,0,Hungary
4.666666666666667,4.333333333333333,3.166666666666667,3.166666666666667,4.333333333333333,0,Hungary
3.833333333333333,3.666666666666667,2.5,1.3333333333333337,2.0,0,Hungary
3.5,4.166666666666667,1.6666666666666663,1.8333333333333333,1.6666666666666663,1,Hungary
2.833333333333333,3.5,2.833333333333333,3.666666666666667,2.1666666666666665,1,Hungary
2.333333333333333,2.333333333333333,1.8333333333333333,3.166666666666667,0.8333333333333333,1,Hungary
2.833333333333333,3.5,2.6666666666666665,1.5,2.0,0,Hungary
3.166666666666667,3.5,3.333333333333333,3.666666666666667,3.5,1,Hungary
3.833333333333333,2.6666666666666665,3.0,2.5,3.333333333333333,0,Hungary
3.833333333333333,2.6666666666666665,3.0,2.5,3.333333333333333,0,Hungary
3.666666666666667,4.0,3.666666666666667,3.166666666666667,4.166666666666667,1,Hungary
4.333333333333333,4.166666666666667,4.0,2.6666666666666665,2.6666666666666665,1,Hungary
4.333333333333333,3.333333333333333,1.5,2.0,2.6666666666666665,0,Hungary
3.833333333333333,3.333333333333333,1.1666666666666663,1.0,0.5,0,Hungary
2.0,2.1666666666666665,1.1666666666666663,2.1666666666666665,1.6666666666666663,0,Hungary
3.333333333333333,3.5,3.833333333333333,4.333333333333333,3.0,1,Hungary
3.333333333333333,3.5,3.833333333333333,4.333333333333333,3.0,1,Hungary
3.166666666666667,2.5,3.166666666666667,2.6666666666666665,2.5,0,Hungary
3.166666666666667,2.5,3.166666666666667,2.6666666666666665,2.5,0,Hungary
4.333333333333333,3.5,3.333333333333333,3.0,2.333333333333333,0,Hungary
2.833333333333333,2.833333333333333,2.6666666666666665,2.6666666666666665,2.5,0,Hungary
3.0,3.833333333333333,3.166666666666667,3.0,3.166666666666667,1,Hungary
