lithuanian_word,english_word_correct,english_word_response,trial_start,trial_end,participant_num,group
pastatas,building,building,2017-02-08 14:34:53,2017-02-08 14:35:13,36,C
mesa,meat,meat,2017-02-08 14:35:14,2017-02-08 14:35:17,36,C
bugnas,drum,unsure,2017-02-08 14:35:18,2017-02-08 14:35:28,36,C
kreida,chalk,unsure,2017-02-08 14:35:29,2017-02-08 14:35:50,36,C
muilas,soap,unsure,2017-02-08 14:35:51,2017-02-08 14:36:15,36,C
rusys,basement,unsure,2017-02-08 14:36:15,2017-02-08 14:36:35,36,C
mokykla,school,unsure,2017-02-08 14:36:35,2017-02-08 14:36:45,36,C
nafta,oil,unsure,2017-02-08 14:36:46,2017-02-08 14:37:19,36,C
dirzas,belt,unsure,2017-02-08 14:37:20,2017-02-08 14:37:51,36,C
pupa,bean,child,2017-02-08 14:37:52,2017-02-08 14:38:08,36,C
traukinys,train,train,2017-02-08 14:38:08,2017-02-08 14:38:21,36,C
arbata,tea,unsure,2017-02-08 14:38:21,2017-02-08 14:38:24,36,C
sausainis,cookie,building,2017-02-08 14:38:25,2017-02-08 14:38:38,36,C
purvas,dirt,unsure,2017-02-08 14:38:38,2017-02-08 14:38:41,36,C
smuikas,violin,unsure,2017-02-08 14:38:41,2017-02-08 14:38:48,36,C
zele,jelly,jelly,2017-02-08 14:38:48,2017-02-08 14:38:59,36,C
burna,mouth,unsure,2017-02-08 14:39:00,2017-02-08 14:39:12,36,C
kriaukle,sink,smoke,2017-02-08 14:39:12,2017-02-08 14:39:24,36,C
daina,song,unsure,2017-02-08 14:39:25,2017-02-08 14:39:27,36,C
kamuolys,ball,unsure,2017-02-08 14:39:28,2017-02-08 14:39:42,36,C
sesuo,sister,unsure,2017-02-08 14:39:42,2017-02-08 14:40:00,36,C
smegenys,brain,brain,2017-02-08 14:40:01,2017-02-08 14:40:08,36,C
gelezis,iron,unsure,2017-02-08 14:40:08,2017-02-08 14:40:12,36,C
kardas,sword,unsure,2017-02-08 14:40:13,2017-02-08 14:40:42,36,C
tiltas,bridge,unsure,2017-02-08 14:40:42,2017-02-08 14:40:45,36,C
lova,bed,unsure,2017-02-08 14:40:45,2017-02-08 14:41:00,36,C
plyta,brick,unsure,2017-02-08 14:41:01,2017-02-08 14:41:03,36,C
kirvis,axe,unsure,2017-02-08 14:41:04,2017-02-08 14:41:21,36,C
upe,river,unsure,2017-02-08 14:41:22,2017-02-08 14:41:24,36,C
padazas,gravy,unsure,2017-02-08 14:41:25,2017-02-08 14:41:30,36,C
kunigas,priest,people,2017-02-08 14:41:31,2017-02-08 14:41:43,36,C
knyga,book,unsure,2017-02-08 14:41:43,2017-02-08 14:41:47,36,C
lietus,rain,unsurer,2017-02-08 14:41:47,2017-02-08 14:41:51,36,C
miestas,city,unsure,2017-02-08 14:41:51,2017-02-08 14:42:01,36,C
varpas,bell,unsure,2017-02-08 14:42:02,2017-02-08 14:42:06,36,C
batas,shoe,unsure,2017-02-08 14:42:07,2017-02-08 14:42:27,36,C
karalius,king,unsure,2017-02-08 14:42:27,2017-02-08 14:42:33,36,C
masina,car,car,2017-02-08 14:42:34,2017-02-08 14:42:39,36,C
pinigine,wallet,unsure,2017-02-08 14:42:40,2017-02-08 14:42:43,36,C
akis,eye,unsure,2017-02-08 14:42:43,2017-02-08 14:42:46,36,C
laiptelis,stair,unsure,2017-02-08 14:42:47,2017-02-08 14:42:50,36,C
kumpis,ham,cook,2017-02-08 14:42:51,2017-02-08 14:42:58,36,C
laikrodis,clock,unsurer,2017-02-08 14:42:59,2017-02-08 14:43:01,36,C
duona,bread,unsure,2017-02-08 14:43:02,2017-02-08 14:43:05,36,C
vaistas,drug,unsure,2017-02-08 14:43:05,2017-02-08 14:43:08,36,C
