participant_number,group,lithuanian_word,english_word,trial_start,trial_end,JOL,response_time
1,a,kreida,chalk,2016-04-25 12:11:39,2016-04-25 12:11:46,75,6.747
1,a,mesa,meat,2016-04-25 12:11:47,2016-04-25 12:11:50,100,3.486
1,a,pastatas,building,2016-04-25 12:11:51,2016-04-25 12:11:55,100,3.466
1,a,muilas,soap,2016-04-25 12:11:56,2016-04-25 12:11:58,100,2.356
1,a,bugnas,drum,2016-04-25 12:11:59,2016-04-25 12:12:01,100,2.007
1,a,rusys,basement,2016-04-25 12:12:02,2016-04-25 12:12:04,100,2.688
1,a,nafta,oil,2016-04-25 12:12:05,2016-04-25 12:12:07,100,2.222
1,a,pupa,bean,2016-04-25 12:12:08,2016-04-25 12:12:12,100,3.868
1,a,mokykla,school,2016-04-25 12:12:13,2016-04-25 12:12:15,100,1.973
1,a,dirzas,belt,2016-04-25 12:12:15,2016-04-25 12:12:19,100,3.284
1,a,arbata,tea,2016-04-25 12:12:20,2016-04-25 12:12:21,100,1.776
1,a,smuikas,violin,2016-04-25 12:12:22,2016-04-25 12:12:25,73,2.753
1,a,traukinys,train,2016-04-25 12:12:26,2016-04-25 12:12:28,86,2.653
1,a,sausainis,cookie,2016-04-25 12:12:29,2016-04-25 12:12:31,77,2.354
1,a,purvas,dirt,2016-04-25 12:12:32,2016-04-25 12:12:35,95,2.489
1,a,kamuolys,ball,2016-04-25 12:12:36,2016-04-25 12:12:37,76,1.857
1,a,burna,mouth,2016-04-25 12:12:38,2016-04-25 12:12:41,94,2.424
1,a,kriaukle,sink,2016-04-25 12:12:41,2016-04-25 12:12:43,74,2.022
1,a,zele,jelly,2016-04-25 12:12:44,2016-04-25 12:12:46,77,1.807
1,a,daina,song,2016-04-25 12:12:47,2016-04-25 12:12:49,73,1.974
1,a,gelezis,iron,2016-04-25 12:12:50,2016-04-25 12:12:52,65,2.456
1,a,sesuo,sister,2016-04-25 12:12:53,2016-04-25 12:12:55,66,2.289
1,a,smegenys,brain,2016-04-25 12:12:56,2016-04-25 12:12:58,53,2.139
1,a,tiltas,bridge,2016-04-25 12:12:59,2016-04-25 12:13:01,52,2.537
1,a,kardas,sword,2016-04-25 12:13:02,2016-04-25 12:13:04,56,1.908
1,a,plyta,brick,2016-04-25 12:13:05,2016-04-25 12:13:07,76,1.957
1,a,lova,bed,2016-04-25 12:13:08,2016-04-25 12:13:10,87,2.172
1,a,kirvis,axe,2016-04-25 12:13:11,2016-04-25 12:13:13,73,2.388
1,a,upe,river,2016-04-25 12:13:14,2016-04-25 12:13:16,86,1.825
1,a,padazas,gravy,2016-04-25 12:13:16,2016-04-25 12:13:19,63,2.372
1,a,lietus,rain,2016-04-25 12:13:20,2016-04-25 12:13:22,74,2.223
1,a,kunigas,priest,2016-04-25 12:13:23,2016-04-25 12:13:25,55,2.404
1,a,knyga,book,2016-04-25 12:13:26,2016-04-25 12:13:28,64,1.974
1,a,miestas,city,2016-04-25 12:13:29,2016-04-25 12:13:31,76,2.158
1,a,varpas,bell,2016-04-25 12:13:32,2016-04-25 12:13:34,67,1.973
1,a,masina,car,2016-04-25 12:13:34,2016-04-25 12:13:36,86,1.941
1,a,pinigine,wallet,2016-04-25 12:13:37,2016-04-25 12:13:39,87,2.006
1,a,karalius,king,2016-04-25 12:13:40,2016-04-25 12:13:43,100,2.919
1,a,batas,shoe,2016-04-25 12:13:44,2016-04-25 12:13:46,100,1.858
1,a,akis,eye,2016-04-25 12:13:46,2016-04-25 12:13:48,100,1.792
1,a,laiptelis,stair,2016-04-25 12:13:49,2016-04-25 12:13:51,99,2.055
1,a,duona,bread,2016-04-25 12:13:52,2016-04-25 12:13:54,79,2.156
1,a,kumpis,ham,2016-04-25 12:13:55,2016-04-25 12:13:57,76,2.323
1,a,laikrodis,clock,2016-04-25 12:13:58,2016-04-25 12:14:01,90,3.417
1,a,vaistas,drug,2016-04-25 12:14:02,2016-04-25 12:14:05,62,2.588
