lithuanian_word,english_word_correct,english_word_response,trial_start,trial_end,participant_num,group
pastatas,building,building,2016-05-17 12:08:35,2016-05-17 12:08:37,1,C
mesa,meat,meat,2016-05-17 12:08:38,2016-05-17 12:08:40,1,C
bugnas,drum,drum,2016-05-17 12:08:40,2016-05-17 12:08:42,1,C
kreida,chalk,chalk,2016-05-17 12:08:43,2016-05-17 12:08:48,1,C
muilas,soap,unsure,2016-05-17 12:08:49,2016-05-17 12:09:00,1,C
rusys,basement,basement,2016-05-17 12:09:01,2016-05-17 12:09:04,1,C
mokykla,school,school,2016-05-17 12:09:05,2016-05-17 12:09:09,1,C
nafta,oil,oil,2016-05-17 12:09:10,2016-05-17 12:09:11,1,C
dirzas,belt,belt,2016-05-17 12:09:12,2016-05-17 12:09:16,1,C
pupa,bean,bean,2016-05-17 12:09:16,2016-05-17 12:09:18,1,C
traukinys,train,train,2016-05-17 12:09:18,2016-05-17 12:09:21,1,C
arbata,tea,tea,2016-05-17 12:09:21,2016-05-17 12:09:24,1,C
sausainis,cookie,cookie,2016-05-17 12:09:24,2016-05-17 12:09:26,1,C
purvas,dirt,dirt,2016-05-17 12:09:26,2016-05-17 12:09:30,1,C
smuikas,violin,violin,2016-05-17 12:09:30,2016-05-17 12:09:34,1,C
zele,jelly,jelly,2016-05-17 12:09:35,2016-05-17 12:09:38,1,C
burna,mouth,mouth,2016-05-17 12:09:39,2016-05-17 12:09:50,1,C
kriaukle,sink,unsure,2016-05-17 12:09:51,2016-05-17 12:10:04,1,C
daina,song,song,2016-05-17 12:10:05,2016-05-17 12:10:06,1,C
kamuolys,ball,ball,2016-05-17 12:10:07,2016-05-17 12:10:09,1,C
sesuo,sister,sister,2016-05-17 12:10:09,2016-05-17 12:10:11,1,C
smegenys,brain,unsure,2016-05-17 12:10:12,2016-05-17 12:10:30,1,C
gelezis,iron,unsure,2016-05-17 12:10:31,2016-05-17 12:10:44,1,C
kardas,sword,unsure,2016-05-17 12:10:44,2016-05-17 12:10:53,1,C
tiltas,bridge,unsure,2016-05-17 12:10:53,2016-05-17 12:11:01,1,C
lova,bed,bed,2016-05-17 12:11:01,2016-05-17 12:11:03,1,C
plyta,brick,brick,2016-05-17 12:11:03,2016-05-17 12:11:06,1,C
kirvis,axe,wallet,2016-05-17 12:11:06,2016-05-17 12:11:11,1,C
upe,river,river,2016-05-17 12:11:12,2016-05-17 12:11:16,1,C
padazas,gravy,gravy,2016-05-17 12:11:17,2016-05-17 12:11:25,1,C
kunigas,priest,priest,2016-05-17 12:11:26,2016-05-17 12:11:29,1,C
knyga,book,book,2016-05-17 12:11:29,2016-05-17 12:11:32,1,C
lietus,rain,wind,2016-05-17 12:11:32,2016-05-17 12:11:45,1,C
miestas,city,unsure,2016-05-17 12:11:45,2016-05-17 12:11:50,1,C
varpas,bell,unsure,2016-05-17 12:11:50,2016-05-17 12:12:04,1,C
batas,shoe,shoe,2016-05-17 12:12:05,2016-05-17 12:12:10,1,C
karalius,king,king,2016-05-17 12:12:10,2016-05-17 12:12:14,1,C
masina,car,car,2016-05-17 12:12:14,2016-05-17 12:12:19,1,C
pinigine,wallet,unsure,2016-05-17 12:12:19,2016-05-17 12:12:21,1,C
akis,eye,eye,2016-05-17 12:12:22,2016-05-17 12:12:24,1,C
laiptelis,stair,stair,2016-05-17 12:12:24,2016-05-17 12:12:30,1,C
kumpis,ham,unsure,2016-05-17 12:12:31,2016-05-17 12:12:37,1,C
laikrodis,clock,stairs,2016-05-17 12:12:37,2016-05-17 12:12:46,1,C
duona,bread,bread,2016-05-17 12:12:47,2016-05-17 12:12:50,1,C
vaistas,drug,unsure,2016-05-17 12:12:50,2016-05-17 12:13:00,1,C
