lithuanian_word,english_word_correct,english_word_response,trial_start,trial_end,participant_num,group
pastatas,building,building,2017-01-19 11:09:42,2017-01-19 11:10:31,29,C
mesa,meat,unsure,2017-01-19 11:10:31,2017-01-19 11:10:52,29,C
bugnas,drum,drum,2017-01-19 11:10:53,2017-01-19 11:11:04,29,C
kreida,chalk,unsure,2017-01-19 11:11:04,2017-01-19 11:11:07,29,C
muilas,soap,unsure,2017-01-19 11:11:07,2017-01-19 11:11:17,29,C
rusys,basement,basement,2017-01-19 11:11:18,2017-01-19 11:11:21,29,C
mokykla,school,unsure,2017-01-19 11:11:22,2017-01-19 11:11:35,29,C
nafta,oil,oil,2017-01-19 11:11:36,2017-01-19 11:11:38,29,C
dirzas,belt,unsure,2017-01-19 11:11:38,2017-01-19 11:11:41,29,C
pupa,bean,bean,2017-01-19 11:11:42,2017-01-19 11:11:51,29,C
traukinys,train,train,2017-01-19 11:11:51,2017-01-19 11:11:55,29,C
arbata,tea,unsure,2017-01-19 11:11:56,2017-01-19 11:12:08,29,C
sausainis,cookie,cookie,2017-01-19 11:12:08,2017-01-19 11:12:11,29,C
purvas,dirt,dirt,2017-01-19 11:12:12,2017-01-19 11:12:28,29,C
smuikas,violin,unsure,2017-01-19 11:12:28,2017-01-19 11:12:33,29,C
zele,jelly,jelly,2017-01-19 11:12:33,2017-01-19 11:12:35,29,C
burna,mouth,mouth,2017-01-19 11:12:36,2017-01-19 11:12:39,29,C
kriaukle,sink,unsure,2017-01-19 11:12:40,2017-01-19 11:12:42,29,C
daina,song,song,2017-01-19 11:12:42,2017-01-19 11:12:44,29,C
kamuolys,ball,unsure,2017-01-19 11:12:45,2017-01-19 11:12:47,29,C
sesuo,sister,sister,2017-01-19 11:12:48,2017-01-19 11:12:50,29,C
smegenys,brain,unsure,2017-01-19 11:12:50,2017-01-19 11:12:53,29,C
gelezis,iron,unsure,2017-01-19 11:12:53,2017-01-19 11:12:56,29,C
kardas,sword,unsure,2017-01-19 11:12:56,2017-01-19 11:12:59,29,C
tiltas,bridge,bridge,2017-01-19 11:12:59,2017-01-19 11:13:14,29,C
lova,bed,bed,2017-01-19 11:13:15,2017-01-19 11:13:18,29,C
plyta,brick,unsure,2017-01-19 11:13:19,2017-01-19 11:13:22,29,C
kirvis,axe,unsure,2017-01-19 11:13:23,2017-01-19 11:13:25,29,C
upe,river,river,2017-01-19 11:13:25,2017-01-19 11:13:28,29,C
padazas,gravy,gravy,2017-01-19 11:13:28,2017-01-19 11:13:32,29,C
kunigas,priest,unsure,2017-01-19 11:13:32,2017-01-19 11:13:35,29,C
knyga,book,unsure,2017-01-19 11:13:36,2017-01-19 11:13:38,29,C
lietus,rain,unsure,2017-01-19 11:13:38,2017-01-19 11:13:41,29,C
miestas,city,city,2017-01-19 11:13:41,2017-01-19 11:13:51,29,C
varpas,bell,unsure,2017-01-19 11:13:52,2017-01-19 11:13:54,29,C
batas,shoe,shoe,2017-01-19 11:13:55,2017-01-19 11:14:04,29,C
karalius,king,king,2017-01-19 11:14:05,2017-01-19 11:14:10,29,C
masina,car,unsure,2017-01-19 11:14:10,2017-01-19 11:14:20,29,C
pinigine,wallet,wallet,2017-01-19 11:14:21,2017-01-19 11:14:26,29,C
akis,eye,eye,2017-01-19 11:14:27,2017-01-19 11:14:30,29,C
laiptelis,stair,unsure,2017-01-19 11:14:31,2017-01-19 11:14:35,29,C
kumpis,ham,unsure,2017-01-19 11:14:35,2017-01-19 11:14:40,29,C
laikrodis,clock,unsure,2017-01-19 11:14:40,2017-01-19 11:14:46,29,C
duona,bread,unsure,2017-01-19 11:14:47,2017-01-19 11:15:01,29,C
vaistas,drug,unsure,2017-01-19 11:15:02,2017-01-19 11:15:04,29,C
