participant_number,group,lithuanian_word,english_word,trial_start,trial_end,JOL,response_time
2,a,kreida,chalk,2016-04-26 12:06:05,2016-04-26 12:06:11,100,5.403
2,a,mesa,meat,2016-04-26 12:06:11,2016-04-26 12:06:16,100,4.182
2,a,pastatas,building,2016-04-26 12:06:16,2016-04-26 12:06:20,100,3.368
2,a,muilas,soap,2016-04-26 12:06:21,2016-04-26 12:06:33,99,12.483
2,a,bugnas,drum,2016-04-26 12:06:34,2016-04-26 12:06:39,100,4.829
2,a,rusys,basement,2016-04-26 12:06:39,2016-04-26 12:06:42,100,2.919
2,a,nafta,oil,2016-04-26 12:06:43,2016-04-26 12:06:46,60,3.168
2,a,pupa,bean,2016-04-26 12:06:47,2016-04-26 12:06:52,29,4.365
2,a,mokykla,school,2016-04-26 12:06:52,2016-04-26 12:06:56,46,3.534
2,a,dirzas,belt,2016-04-26 12:06:57,2016-04-26 12:07:00,100,3.268
2,a,arbata,tea,2016-04-26 12:07:01,2016-04-26 12:07:04,100,3.004
2,a,smuikas,violin,2016-04-26 12:07:05,2016-04-26 12:07:08,27,3.483
2,a,traukinys,train,2016-04-26 12:07:09,2016-04-26 12:07:13,99,3.735
2,a,sausainis,cookie,2016-04-26 12:07:13,2016-04-26 12:07:16,40,2.621
2,a,purvas,dirt,2016-04-26 12:07:17,2016-04-26 12:07:20,100,3.12
2,a,kamuolys,ball,2016-04-26 12:07:21,2016-04-26 12:07:25,3,3.849
2,a,burna,mouth,2016-04-26 12:07:25,2016-04-26 12:07:28,0,2.936
2,a,kriaukle,sink,2016-04-26 12:07:29,2016-04-26 12:07:31,19,2.239
2,a,zele,jelly,2016-04-26 12:07:32,2016-04-26 12:07:34,50,2.37
2,a,daina,song,2016-04-26 12:07:35,2016-04-26 12:07:38,100,2.938
2,a,gelezis,iron,2016-04-26 12:07:39,2016-04-26 12:07:43,15,4.082
2,a,sesuo,sister,2016-04-26 12:07:44,2016-04-26 12:07:47,100,2.953
2,a,smegenys,brain,2016-04-26 12:07:48,2016-04-26 12:07:50,41,2.837
2,a,tiltas,bridge,2016-04-26 12:07:51,2016-04-26 12:07:54,70,2.82
2,a,kardas,sword,2016-04-26 12:07:55,2016-04-26 12:08:01,100,5.643
2,a,plyta,brick,2016-04-26 12:08:01,2016-04-26 12:08:05,25,3.501
2,a,lova,bed,2016-04-26 12:08:06,2016-04-26 12:08:12,100,6.225
2,a,kirvis,axe,2016-04-26 12:08:13,2016-04-26 12:08:15,22,2.091
2,a,upe,river,2016-04-26 12:08:16,2016-04-26 12:08:18,5,2.074
2,a,padazas,gravy,2016-04-26 12:08:18,2016-04-26 12:08:21,100,2.77
2,a,lietus,rain,2016-04-26 12:08:22,2016-04-26 12:08:24,4,1.989
2,a,kunigas,priest,2016-04-26 12:08:25,2016-04-26 12:08:28,1,3.135
2,a,knyga,book,2016-04-26 12:08:29,2016-04-26 12:08:32,100,3.202
2,a,miestas,city,2016-04-26 12:08:33,2016-04-26 12:08:35,49,2.106
2,a,varpas,bell,2016-04-26 12:08:36,2016-04-26 12:08:37,72,1.625
2,a,masina,car,2016-04-26 12:08:38,2016-04-26 12:08:40,40,2.345
2,a,pinigine,wallet,2016-04-26 12:08:41,2016-04-26 12:08:44,47,2.604
2,a,karalius,king,2016-04-26 12:08:45,2016-04-26 12:08:47,96,2.608
2,a,batas,shoe,2016-04-26 12:08:48,2016-04-26 12:08:51,100,2.672
2,a,akis,eye,2016-04-26 12:08:51,2016-04-26 12:08:54,90,2.805
2,a,laiptelis,stair,2016-04-26 12:08:55,2016-04-26 12:08:58,73,3.019
2,a,duona,bread,2016-04-26 12:08:59,2016-04-26 12:09:02,100,3.468
2,a,kumpis,ham,2016-04-26 12:09:03,2016-04-26 12:09:07,100,4.0
2,a,laikrodis,clock,2016-04-26 12:09:08,2016-04-26 12:09:12,36,3.716
2,a,vaistas,drug,2016-04-26 12:09:12,2016-04-26 12:09:16,47,3.102
