lithuanian_word,english_word_correct,english_word_response,trial_start,trial_end,participant_num,group
pastatas,building,building,2016-05-18 14:02:25,2016-05-18 14:02:39,4,C
mesa,meat,meat,2016-05-18 14:02:40,2016-05-18 14:02:42,4,C
bugnas,drum,drum,2016-05-18 14:02:42,2016-05-18 14:02:45,4,C
kreida,chalk,chalk,2016-05-18 14:02:46,2016-05-18 14:02:49,4,C
muilas,soap,soap,2016-05-18 14:02:49,2016-05-18 14:02:52,4,C
rusys,basement,baement,2016-05-18 14:02:53,2016-05-18 14:02:55,4,C
mokykla,school,school,2016-05-18 14:02:55,2016-05-18 14:02:57,4,C
nafta,oil,oil,2016-05-18 14:02:58,2016-05-18 14:03:00,4,C
dirzas,belt,belt,2016-05-18 14:03:00,2016-05-18 14:03:04,4,C
pupa,bean,bean,2016-05-18 14:03:05,2016-05-18 14:03:08,4,C
traukinys,train,train,2016-05-18 14:03:09,2016-05-18 14:03:12,4,C
arbata,tea,tea,2016-05-18 14:03:12,2016-05-18 14:03:14,4,C
sausainis,cookie,cookie,2016-05-18 14:03:15,2016-05-18 14:03:17,4,C
purvas,dirt,dirt,2016-05-18 14:03:18,2016-05-18 14:03:19,4,C
smuikas,violin,violin,2016-05-18 14:03:20,2016-05-18 14:03:23,4,C
zele,jelly,jelly,2016-05-18 14:03:24,2016-05-18 14:03:26,4,C
burna,mouth,mouth,2016-05-18 14:03:26,2016-05-18 14:03:30,4,C
kriaukle,sink,priest,2016-05-18 14:03:31,2016-05-18 14:03:52,4,C
daina,song,song,2016-05-18 14:03:53,2016-05-18 14:03:55,4,C
kamuolys,ball,ball,2016-05-18 14:03:55,2016-05-18 14:03:58,4,C
sesuo,sister,sister,2016-05-18 14:03:59,2016-05-18 14:04:01,4,C
smegenys,brain,brain,2016-05-18 14:04:02,2016-05-18 14:04:04,4,C
gelezis,iron,iron,2016-05-18 14:04:05,2016-05-18 14:04:07,4,C
kardas,sword,sword,2016-05-18 14:04:07,2016-05-18 14:04:09,4,C
tiltas,bridge,bridge,2016-05-18 14:04:10,2016-05-18 14:04:13,4,C
lova,bed,bed,2016-05-18 14:04:13,2016-05-18 14:04:16,4,C
plyta,brick,brick,2016-05-18 14:04:17,2016-05-18 14:04:20,4,C
kirvis,axe,axe,2016-05-18 14:04:20,2016-05-18 14:04:23,4,C
upe,river,river,2016-05-18 14:04:24,2016-05-18 14:04:26,4,C
padazas,gravy,gravy,2016-05-18 14:04:27,2016-05-18 14:04:31,4,C
kunigas,priest,book,2016-05-18 14:04:31,2016-05-18 14:04:34,4,C
knyga,book,book,2016-05-18 14:04:35,2016-05-18 14:04:39,4,C
lietus,rain,rain,2016-05-18 14:04:39,2016-05-18 14:04:41,4,C
miestas,city,car,2016-05-18 14:04:42,2016-05-18 14:04:46,4,C
varpas,bell,bell,2016-05-18 14:04:47,2016-05-18 14:04:52,4,C
batas,shoe,shoe,2016-05-18 14:04:52,2016-05-18 14:04:55,4,C
karalius,king,king,2016-05-18 14:04:55,2016-05-18 14:04:59,4,C
masina,car,car,2016-05-18 14:05:00,2016-05-18 14:05:03,4,C
pinigine,wallet,wallet,2016-05-18 14:05:03,2016-05-18 14:05:06,4,C
akis,eye,eye,2016-05-18 14:05:06,2016-05-18 14:05:08,4,C
laiptelis,stair,idk,2016-05-18 14:05:09,2016-05-18 14:05:22,4,C
kumpis,ham,ham,2016-05-18 14:05:23,2016-05-18 14:05:25,4,C
laikrodis,clock,clock,2016-05-18 14:05:26,2016-05-18 14:05:31,4,C
duona,bread,bread,2016-05-18 14:05:31,2016-05-18 14:05:34,4,C
vaistas,drug,drug,2016-05-18 14:05:34,2016-05-18 14:05:39,4,C
