participant_number,group,lithuanian_word,english_word,trial_start,trial_end,JOL,response_time
18,f,kreida,chalk,2016-09-19 14:10:03,2016-09-19 14:10:13,90,10.367
18,f,mesa,meat,2016-09-19 14:10:14,2016-09-19 14:10:18,90,4.199
18,f,pastatas,building,2016-09-19 14:10:19,2016-09-19 14:10:24,80,5.128
18,f,muilas,soap,2016-09-19 14:10:25,2016-09-19 14:10:28,80,3.451
18,f,bugnas,drum,2016-09-19 14:10:29,2016-09-19 14:10:33,90,3.651
18,f,rusys,basement,2016-09-19 14:10:33,2016-09-19 14:10:38,80,4.431
18,f,nafta,oil,2016-09-19 14:10:39,2016-09-19 14:10:43,70,4.746
18,f,pupa,bean,2016-09-19 14:10:44,2016-09-19 14:10:47,80,2.457
18,f,mokykla,school,2016-09-19 14:10:47,2016-09-19 14:10:50,85,2.636
18,f,dirzas,belt,2016-09-19 14:10:51,2016-09-19 14:10:55,70,4.031
18,f,arbata,tea,2016-09-19 14:10:56,2016-09-19 14:11:00,75,4.581
18,f,smuikas,violin,2016-09-19 14:11:01,2016-09-19 14:11:04,70,3.2
18,f,traukinys,train,2016-09-19 14:11:05,2016-09-19 14:11:10,80,4.644
18,f,sausainis,cookie,2016-09-19 14:11:11,2016-09-19 14:11:14,75,3.4
18,f,purvas,dirt,2016-09-19 14:11:15,2016-09-19 14:11:18,60,3.517
18,f,kamuolys,ball,2016-09-19 14:11:19,2016-09-19 14:11:25,75,5.658
18,f,burna,mouth,2016-09-19 14:11:25,2016-09-19 14:11:29,80,3.319
18,f,kriaukle,sink,2016-09-19 14:11:30,2016-09-19 14:11:35,70,5.061
18,f,zele,jelly,2016-09-19 14:11:35,2016-09-19 14:11:39,90,3.45
18,f,daina,song,2016-09-19 14:11:40,2016-09-19 14:11:42,80,2.704
18,f,gelezis,iron,2016-09-19 14:11:43,2016-09-19 14:11:50,70,7.02
18,f,sesuo,sister,2016-09-19 14:11:51,2016-09-19 14:12:01,85,9.892
18,f,smegenys,brain,2016-09-19 14:12:02,2016-09-19 14:12:05,85,3.284
18,f,tiltas,bridge,2016-09-19 14:12:06,2016-09-19 14:12:10,75,4.63
18,f,kardas,sword,2016-09-19 14:12:11,2016-09-19 14:12:15,85,3.418
18,f,plyta,brick,2016-09-19 14:12:15,2016-09-19 14:12:20,65,4.413
18,f,lova,bed,2016-09-19 14:12:21,2016-09-19 14:12:25,90,4.764
18,f,kirvis,axe,2016-09-19 14:12:26,2016-09-19 14:12:34,80,7.853
18,f,upe,river,2016-09-19 14:12:35,2016-09-19 14:12:38,80,3.319
18,f,padazas,gravy,2016-09-19 14:12:39,2016-09-19 14:12:42,70,3.384
18,f,lietus,rain,2016-09-19 14:12:43,2016-09-19 14:12:47,75,3.517
18,f,kunigas,priest,2016-09-19 14:12:47,2016-09-19 14:12:50,75,2.77
18,f,knyga,book,2016-09-19 14:12:51,2016-09-19 14:12:53,80,2.34
18,f,miestas,city,2016-09-19 14:12:54,2016-09-19 14:13:00,75,5.426
18,f,varpas,bell,2016-09-19 14:13:00,2016-09-19 14:13:04,70,3.533
18,f,masina,car,2016-09-19 14:13:05,2016-09-19 14:13:08,75,3.335
18,f,pinigine,wallet,2016-09-19 14:13:09,2016-09-19 14:13:14,70,5.591
18,f,karalius,king,2016-09-19 14:13:15,2016-09-19 14:13:19,75,3.318
18,f,batas,shoe,2016-09-19 14:13:19,2016-09-19 14:13:22,90,2.986
18,f,akis,eye,2016-09-19 14:13:23,2016-09-19 14:13:27,90,3.684
18,f,laiptelis,stair,2016-09-19 14:13:28,2016-09-19 14:13:31,85,3.349
18,f,duona,bread,2016-09-19 14:13:32,2016-09-19 14:13:35,95,2.854
18,f,kumpis,ham,2016-09-19 14:13:35,2016-09-19 14:13:40,75,4.68
18,f,laikrodis,clock,2016-09-19 14:13:41,2016-09-19 14:13:46,85,5.11
18,f,vaistas,drug,2016-09-19 14:13:47,2016-09-19 14:13:53,85,5.875
