lithuanian_word,english_word_correct,english_word_response,trial_start,trial_end,participant_num,group
pastatas,building,bread,2016-08-25 18:36:31,2016-08-25 18:36:57,13,F
mesa,meat,meat,2016-08-25 18:36:58,2016-08-25 18:37:08,13,F
bugnas,drum,unsure,2016-08-25 18:37:08,2016-08-25 18:37:25,13,F
kreida,chalk,sword,2016-08-25 18:37:25,2016-08-25 18:37:50,13,F
muilas,soap,unsure,2016-08-25 18:37:51,2016-08-25 18:38:03,13,F
rusys,basement,unsure,2016-08-25 18:38:04,2016-08-25 18:38:42,13,F
mokykla,school,ham,2016-08-25 18:38:42,2016-08-25 18:39:03,13,F
nafta,oil,oil,2016-08-25 18:39:04,2016-08-25 18:39:07,13,F
dirzas,belt,unsure,2016-08-25 18:39:08,2016-08-25 18:40:13,13,F
pupa,bean,bean,2016-08-25 18:40:13,2016-08-25 18:40:16,13,F
traukinys,train,city,2016-08-25 18:40:17,2016-08-25 18:40:35,13,F
arbata,tea,bread,2016-08-25 18:40:36,2016-08-25 18:40:39,13,F
sausainis,cookie,ham,2016-08-25 18:40:40,2016-08-25 18:41:02,13,F
purvas,dirt,dirt,2016-08-25 18:41:03,2016-08-25 18:41:15,13,F
smuikas,violin,unsure,2016-08-25 18:41:15,2016-08-25 18:41:24,13,F
zele,jelly,jelly,2016-08-25 18:41:24,2016-08-25 18:41:27,13,F
burna,mouth,mouth,2016-08-25 18:41:28,2016-08-25 18:41:31,13,F
kriaukle,sink,sink,2016-08-25 18:41:32,2016-08-25 18:41:35,13,F
daina,song,song,2016-08-25 18:41:36,2016-08-25 18:41:42,13,F
kamuolys,ball,ham,2016-08-25 18:41:42,2016-08-25 18:41:47,13,F
sesuo,sister,sister,2016-08-25 18:41:48,2016-08-25 18:41:51,13,F
smegenys,brain,brain,2016-08-25 18:41:51,2016-08-25 18:41:55,13,F
gelezis,iron,unsure,2016-08-25 18:41:55,2016-08-25 18:42:07,13,F
kardas,sword,sword,2016-08-25 18:42:08,2016-08-25 18:42:29,13,F
tiltas,bridge,bridge,2016-08-25 18:42:30,2016-08-25 18:42:33,13,F
lova,bed,bed,2016-08-25 18:42:34,2016-08-25 18:42:36,13,F
plyta,brick,brick,2016-08-25 18:42:37,2016-08-25 18:42:40,13,F
kirvis,axe,axe,2016-08-25 18:42:40,2016-08-25 18:42:43,13,F
upe,river,river,2016-08-25 18:42:44,2016-08-25 18:42:47,13,F
padazas,gravy,unsure,2016-08-25 18:42:47,2016-08-25 18:43:00,13,F
kunigas,priest,unsure,2016-08-25 18:43:00,2016-08-25 18:43:13,13,F
knyga,book,book,2016-08-25 18:43:13,2016-08-25 18:43:18,13,F
lietus,rain,unsure,2016-08-25 18:43:19,2016-08-25 18:44:14,13,F
miestas,city,city,2016-08-25 18:44:15,2016-08-25 18:44:20,13,F
varpas,bell,car,2016-08-25 18:44:20,2016-08-25 18:44:29,13,F
batas,shoe,unsure,2016-08-25 18:44:29,2016-08-25 18:45:33,13,F
karalius,king,king,2016-08-25 18:45:34,2016-08-25 18:45:37,13,F
masina,car,unsure,2016-08-25 18:45:37,2016-08-25 18:46:49,13,F
pinigine,wallet,unsure,2016-08-25 18:46:49,2016-08-25 18:47:34,13,F
akis,eye,eye,2016-08-25 18:47:35,2016-08-25 18:47:37,13,F
laiptelis,stair,unsure,2016-08-25 18:47:38,2016-08-25 18:47:59,13,F
kumpis,ham,map,2016-08-25 18:48:00,2016-08-25 18:48:32,13,F
laikrodis,clock,clock,2016-08-25 18:48:33,2016-08-25 18:48:36,13,F
duona,bread,unsure,2016-08-25 18:48:37,2016-08-25 18:49:31,13,F
vaistas,drug,metal,2016-08-25 18:49:31,2016-08-25 18:50:09,13,F
