key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,trialsInst.thisRepN,trialsInst.thisTrialN,trialsInst.thisN,trialsInst.thisIndex,trialsInst.ran,infoType,thisWord,thisColor,condition,corrAns,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.keys,key_resp_6.rt
space,6.5034,space,7.0994,1,0.4967,0,0,0,0,1,instructions,RED,red,congruent,1,23,2022-03-08_16h23.17.946,stroop,2021.1.4,MacIntel,60.0024001,,,,,,,,,,,
,,,,0,0.6677,0,1,1,1,1,instructions,YELLOW,yellow,incongruent,0,23,2022-03-08_16h23.17.946,stroop,2021.1.4,MacIntel,60.0024001,,,,,,,,,,,
,,,,2,0.9406,0,2,2,2,1,instructions,YELLOW,blue,incongruent,2,23,2022-03-08_16h23.17.946,stroop,2021.1.4,MacIntel,60.0024001,,,,,,,,,,,
,,,,9,0.7662,0,3,3,3,1,instructions,RED,green,congruent,9,23,2022-03-08_16h23.17.946,stroop,2021.1.4,MacIntel,60.0024001,,,,,,,,,,,
,,,,,,,,,,,trial,YELLOW,blue,incongruent,2,23,2022-03-08_16h23.17.946,stroop,2021.1.4,MacIntel,60.0024001,space,7.0975,2,0.6816,0,0,0,15,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,23,2022-03-08_16h23.17.946,stroop,2021.1.4,MacIntel,60.0024001,,,0,0.5995,0,1,1,3,1,,
,,,,,,,,,,,trial,RED,blue,incongruent,2,23,2022-03-08_16h23.17.946,stroop,2021.1.4,MacIntel,60.0024001,,,2,0.5726,0,2,2,4,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,23,2022-03-08_16h23.17.946,stroop,2021.1.4,MacIntel,60.0024001,,,1,0.566,0,3,3,0,1,,
,,,,,,,,,,,trial,YELLOW,red,incongruent,1,23,2022-03-08_16h23.17.946,stroop,2021.1.4,MacIntel,60.0024001,,,0,0.9126,0,4,4,7,1,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,23,2022-03-08_16h23.17.946,stroop,2021.1.4,MacIntel,60.0024001,,,,,0,5,5,6,1,,
