key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,trialsInst.thisRepN,trialsInst.thisTrialN,trialsInst.thisN,trialsInst.thisIndex,trialsInst.ran,infoType,thisWord,thisColor,condition,corrAns,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.keys,key_resp_6.rt
space,2.2902,space,19.4613,1,1.0728,0,0,0,0,1,instructions,RED,red,congruent,1,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,,,,,,,,,
,,,,0,1.145,0,1,1,1,1,instructions,YELLOW,yellow,incongruent,0,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,,,,,,,,,
,,,,2,2.78,0,2,2,2,1,instructions,YELLOW,blue,incongruent,2,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,,,,,,,,,
,,,,9,1.1296,0,3,3,3,1,instructions,RED,green,congruent,9,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,,,,,,,,,
,,,,,,,,,,,trial,RED,green,incongruent,9,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,space,3.6995,9,0.86,0,0,0,12,1,,
,,,,,,,,,,,trial,RED,blue,incongruent,2,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,2,0.7179,0,1,1,4,1,,
,,,,,,,,,,,trial,YELLOW,blue,incongruent,2,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,2,0.8861,0,2,2,15,1,,
,,,,,,,,,,,trial,GREEN,red,incongruent,1,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,1,0.6313,0,3,3,14,1,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,0,0.858,0,4,4,6,1,,
,,,,,,,,,,,trial,YELLOW,red,incongruent,1,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,1,0.8129,0,5,5,7,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,1,0.5686,0,6,6,8,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,2,0.6918,0,7,7,9,1,,
,,,,,,,,,,,trial,BLUE,green,incongruent,9,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,9,0.7974,0,8,8,5,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,0,0.6691,0,9,9,11,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,0,0.5993,0,10,10,3,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,9,0.799,0,11,11,10,1,,
,,,,,,,,,,,trial,BLUE,yellow,incongruent,0,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,0,0.9308,0,12,12,13,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,2,0.7706,0,13,13,1,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,1,0.5648,0,14,14,0,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,9,0.7507,0,15,15,2,1,,
,,,,,,,,,,,trial,BLUE,green,incongruent,9,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,9,0.6205,1,0,16,5,1,,
,,,,,,,,,,,trial,YELLOW,red,incongruent,1,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,1,0.6159,1,1,17,7,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,9,0.6337,1,2,18,10,1,,
,,,,,,,,,,,trial,RED,green,incongruent,9,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,9,0.634,1,3,19,12,1,,
,,,,,,,,,,,trial,YELLOW,blue,incongruent,2,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,2,0.5747,1,4,20,15,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,2,0.5279,1,5,21,1,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,9,0.5642,1,6,22,2,1,,
,,,,,,,,,,,trial,RED,blue,incongruent,2,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,2,0.5722,1,7,23,4,1,,
,,,,,,,,,,,trial,GREEN,red,incongruent,1,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,1,0.532,1,8,24,14,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,0,0.6164,1,9,25,11,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,2,0.4665,1,10,26,9,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,1,0.4818,1,11,27,0,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,1,0.4668,1,12,28,8,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,0,0.617,1,13,29,3,1,,
,,,,,,,,,,,trial,BLUE,yellow,incongruent,0,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,0,0.4477,1,14,30,13,1,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,0,0.4324,1,15,31,6,1,,
,,,,,,,,,,,,,,,,17,2022-03-08_13h06.38.609,stroop,2021.1.4,MacIntel,30.00120005,,,,,,,,,,space,0.741
