key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,trialsInst.thisRepN,trialsInst.thisTrialN,trialsInst.thisN,trialsInst.thisIndex,trialsInst.ran,infoType,thisWord,thisColor,condition,corrAns,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.keys,key_resp_6.rt
space,1.6298,space,1.5978,1,0.9485,0,0,0,0,1,instructions,RED,red,congruent,1,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,,,,,,,,,
,,,,0,0.6682,0,1,1,1,1,instructions,YELLOW,yellow,incongruent,0,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,,,,,,,,,
,,,,2,0.6543,0,2,2,2,1,instructions,YELLOW,blue,incongruent,2,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,,,,,,,,,
,,,,9,0.723,0,3,3,3,1,instructions,RED,green,congruent,9,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,,,,,,,,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,space,0.8019,0,0.9582,0,0,0,6,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,9,0.5963,0,1,1,2,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,1,0.5302,0,2,2,8,1,,
,,,,,,,,,,,trial,BLUE,yellow,incongruent,0,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,0,0.4783,0,3,3,13,1,,
,,,,,,,,,,,trial,RED,green,incongruent,9,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,9,0.4649,0,4,4,12,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,9,0.4414,0,5,5,10,1,,
,,,,,,,,,,,trial,YELLOW,red,incongruent,1,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,1,0.5115,0,6,6,7,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,0,0.6996,0,7,7,11,1,,
,,,,,,,,,,,trial,RED,blue,incongruent,2,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,2,0.4907,0,8,8,4,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,1,0.6958,0,9,9,0,1,,
,,,,,,,,,,,trial,YELLOW,blue,incongruent,2,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,2,0.6054,0,10,10,15,1,,
,,,,,,,,,,,trial,GREEN,red,incongruent,1,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,1,0.4838,0,11,11,14,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,2,0.4123,0,12,12,9,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,0,0.455,0,13,13,3,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,2,0.479,0,14,14,1,1,,
,,,,,,,,,,,trial,BLUE,green,incongruent,9,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,9,0.505,0,15,15,5,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,9,0.4338,1,0,16,2,1,,
,,,,,,,,,,,trial,RED,blue,incongruent,2,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,2,0.4412,1,1,17,4,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,0,0.358,1,2,18,11,1,,
,,,,,,,,,,,trial,YELLOW,blue,incongruent,2,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,2,0.5211,1,3,19,15,1,,
,,,,,,,,,,,trial,GREEN,red,incongruent,1,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,1,0.5896,1,4,20,14,1,,
,,,,,,,,,,,trial,BLUE,yellow,incongruent,0,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,0,0.467,1,5,21,13,1,,
,,,,,,,,,,,trial,BLUE,green,incongruent,9,13,2022-03-07_20h28.20.416,stroop,2021.1.4,MacIntel,120.0048002,,,9,0.541,1,6,22,5,1,,
