key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,trialsInst.thisRepN,trialsInst.thisTrialN,trialsInst.thisN,trialsInst.thisIndex,trialsInst.ran,infoType,thisWord,thisColor,condition,corrAns,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.keys,key_resp_6.rt
,,,,,,,,,,,trial,GREEN,green,congruent,9,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,9,0.561,0,6,6,10,1,,
,,,,,,,,,,,trial,BLUE,green,incongruent,9,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,9,0.5451,0,7,7,5,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,9,0.5197,0,8,8,2,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,2,0.6634,0,9,9,0,1,,
,,,,,,,,,,,trial,RED,blue,incongruent,2,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,2,0.6075,0,10,10,4,1,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,9,0.6195,0,11,11,6,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,0,0.5076,0,12,12,3,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,2,0.5955,0,13,13,1,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,1,0.5294,0,14,14,8,1,,
,,,,,,,,,,,trial,GREEN,red,incongruent,1,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,1,0.6569,0,15,15,14,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,0,0.5649,1,0,16,3,1,,
,,,,,,,,,,,trial,RED,green,incongruent,9,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,9,0.5366,1,1,17,12,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,1,0.6365,1,2,18,8,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,9,0.5983,1,3,19,2,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,2,0.6032,1,4,20,9,1,,
,,,,,,,,,,,trial,BLUE,green,incongruent,9,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,9,0.6,1,5,21,5,1,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,0,0.4715,1,6,22,6,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,2,0.6292,1,7,23,1,1,,
,,,,,,,,,,,trial,YELLOW,blue,incongruent,2,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,2,0.4538,1,8,24,15,1,,
,,,,,,,,,,,trial,GREEN,red,incongruent,1,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,1,0.5515,1,9,25,14,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,9,0.6726,1,10,26,10,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,1,0.5406,1,11,27,0,1,,
,,,,,,,,,,,trial,RED,blue,incongruent,2,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,2,0.6065,1,12,28,4,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,0,0.4739,1,13,29,11,1,,
,,,,,,,,,,,trial,YELLOW,red,incongruent,1,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,1,0.5403,1,14,30,7,1,,
,,,,,,,,,,,trial,BLUE,yellow,incongruent,0,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,0,0.5381,1,15,31,13,1,,
,,,,,,,,,,,,,,,,1,2022-03-04_12h20.01.148,stroop,2021.1.4,MacIntel,60.0024001,,,,,,,,,,space,1.0322
