key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,trialsInst.thisRepN,trialsInst.thisTrialN,trialsInst.thisN,trialsInst.thisIndex,trialsInst.ran,infoType,thisWord,thisColor,condition,corrAns,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.keys,key_resp_6.rt
,,,,,,,,,,,trial,BLUE,blue,congruent,2,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,2,0.7579,0,6,6,9,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,1,0.7014,0,7,7,8,1,,
,,,,,,,,,,,trial,BLUE,green,incongruent,9,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,9,0.7005,0,8,8,5,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,2,0.8032,0,9,9,1,1,,
,,,,,,,,,,,trial,BLUE,yellow,incongruent,0,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,0,0.6423,0,10,10,13,1,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,0,0.6568,0,11,11,6,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,9,0.6878,0,12,12,10,1,,
,,,,,,,,,,,trial,YELLOW,red,incongruent,1,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,1,0.6843,0,13,13,7,1,,
,,,,,,,,,,,trial,YELLOW,blue,incongruent,2,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,2,0.6332,0,14,14,15,1,,
,,,,,,,,,,,trial,RED,blue,incongruent,2,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,2,0.8829,0,15,15,4,1,,
,,,,,,,,,,,trial,YELLOW,red,incongruent,1,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,1,0.4556,1,0,16,7,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,1,0.5746,1,1,17,8,1,,
,,,,,,,,,,,trial,BLUE,yellow,incongruent,0,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,0,0.7859,1,2,18,13,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,0,0.6401,1,3,19,11,1,,
,,,,,,,,,,,trial,GREEN,red,incongruent,1,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,1,0.7731,1,4,20,14,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,2,0.5341,1,5,21,9,1,,
,,,,,,,,,,,trial,YELLOW,blue,incongruent,2,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,0,0.7834,1,6,22,15,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,9,0.6366,1,7,23,10,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,9,0.536,1,8,24,2,1,,
,,,,,,,,,,,trial,BLUE,green,incongruent,9,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,9,0.6568,1,9,25,5,1,,
,,,,,,,,,,,trial,RED,blue,incongruent,2,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,1,0.6678,1,10,26,4,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,1,0.9164,1,11,27,0,1,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,0,0.8052,1,12,28,6,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,2,0.7249,1,13,29,1,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,0,0.6091,1,14,30,3,1,,
,,,,,,,,,,,trial,RED,green,incongruent,9,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,9,0.7025,1,15,31,12,1,,
,,,,,,,,,,,,,,,,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,,,,,,,,space,1.6184
