key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,trialsInst.thisRepN,trialsInst.thisTrialN,trialsInst.thisN,trialsInst.thisIndex,trialsInst.ran,infoType,thisWord,thisColor,condition,corrAns,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.keys,key_resp_6.rt
space,3.51,space,57.9045,1,0.8823,0,0,0,0,1,instructions,RED,red,congruent,1,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,,,,,,,,,
,,,,0,1.7893,0,1,1,1,1,instructions,YELLOW,yellow,incongruent,0,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,,,,,,,,,
,,,,2,0.9774,0,2,2,2,1,instructions,YELLOW,blue,incongruent,2,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,,,,,,,,,
,,,,9,0.7693,0,3,3,3,1,instructions,RED,green,congruent,9,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,,,,,,,,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,space,5.7836,9,0.9056,0,0,0,2,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,0,0.6254,0,1,1,3,1,,
,,,,,,,,,,,trial,GREEN,red,incongruent,1,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,1,0.5502,0,2,2,14,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,0,0.7859,0,3,3,11,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,1,0.7346,0,4,4,0,1,,
,,,,,,,,,,,trial,RED,green,incongruent,9,10,2022-03-07_04h50.03.877,stroop,2021.1.4,Win32,60.37189085,,,9,0.6383,0,5,5,12,1,,
