key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,trialsInst.thisRepN,trialsInst.thisTrialN,trialsInst.thisN,trialsInst.thisIndex,trialsInst.ran,infoType,thisWord,thisColor,condition,corrAns,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.keys,key_resp_6.rt
space,2.802,space,19.657,1,0.87,0,0,0,0,1,instructions,RED,red,congruent,1,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,,,,,,,,,,,
,,,,0,1.23,0,1,1,1,1,instructions,YELLOW,yellow,incongruent,0,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,,,,,,,,,,,
,,,,2,1.006,0,2,2,2,1,instructions,YELLOW,blue,incongruent,2,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,,,,,,,,,,,
,,,,9,1.155,0,3,3,3,1,instructions,RED,green,congruent,9,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,,,,,,,,,,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,space,6.307,2,0.655,0,0,0,9,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,,,1,0.507,0,1,1,0,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,,,9,0.534,0,2,2,2,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,,,0,0.34,0,3,3,3,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,,,0,0.459,0,4,4,11,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,,,1,0.559,0,5,5,8,1,,
,,,,,,,,,,,trial,YELLOW,red,incongruent,1,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,,,1,0.673,0,6,6,7,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,,,2,0.549,0,7,7,1,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,,,9,0.572,0,8,8,10,1,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,,,9,0.855,0,9,9,6,1,,
,,,,,,,,,,,trial,RED,green,incongruent,9,11,2022-03-07_09h46.32.534,stroop,2021.1.4,Win32,143.6781609,,,1,0.687,0,10,10,12,1,,
