key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,trialsInst.thisRepN,trialsInst.thisTrialN,trialsInst.thisN,trialsInst.thisIndex,trialsInst.ran,infoType,thisWord,thisColor,condition,corrAns,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.keys,key_resp_6.rt
space,1.5521,space,11.183,1,3.8292,0,0,0,0,1,instructions,RED,red,congruent,1,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,,,,,,,,,
,,,,0,2.4126,0,1,1,1,1,instructions,YELLOW,yellow,incongruent,0,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,,,,,,,,,
,,,,2,2.9645,0,2,2,2,1,instructions,YELLOW,blue,incongruent,2,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,,,,,,,,,
,,,,9,2.0932,0,3,3,3,1,instructions,RED,green,congruent,9,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,,,,,,,,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,space,5.7348,2,1.1194,0,0,0,1,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,9,1.0431,0,1,1,2,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,1,0.895,0,2,2,0,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,0,0.8645,0,3,3,3,1,,
,,,,,,,,,,,trial,RED,green,incongruent,9,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,9,1.1891,0,4,4,12,1,,
,,,,,,,,,,,trial,GREEN,red,incongruent,1,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,1,0.9003,0,5,5,14,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,1,1.1018,0,6,6,8,1,,
,,,,,,,,,,,trial,YELLOW,blue,incongruent,2,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,2,1.0047,0,7,7,15,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,0,0.744,0,8,8,11,1,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,0,0.8347,0,9,9,6,1,,
,,,,,,,,,,,trial,BLUE,yellow,incongruent,0,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,0,0.7105,0,10,10,13,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,9,0.8952,0,11,11,10,1,,
,,,,,,,,,,,trial,YELLOW,red,incongruent,1,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,1,0.9845,0,12,12,7,1,,
,,,,,,,,,,,trial,RED,blue,incongruent,2,24,2022-03-08_16h36.21.964,stroop,2021.1.4,Win32,15.00375094,,,2,0.807,0,13,13,4,1,,
