key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,trialsInst.thisRepN,trialsInst.thisTrialN,trialsInst.thisN,trialsInst.thisIndex,trialsInst.ran,infoType,thisWord,thisColor,condition,corrAns,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.keys,key_resp_6.rt
,,,,,,,,,,,trial,BLUE,green,incongruent,9,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,9,0.5837,0,9,9,5,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,9,0.5507,0,10,10,2,1,,
,,,,,,,,,,,trial,BLUE,yellow,incongruent,0,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,0,0.3833,0,11,11,13,1,,
,,,,,,,,,,,trial,GREEN,red,incongruent,1,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,1,0.5005,0,12,12,14,1,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,1,0.8013,0,13,13,6,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,1,0.7338,0,14,14,8,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,9,0.701,0,15,15,10,1,,
,,,,,,,,,,,trial,GREEN,red,incongruent,1,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,1,0.5842,1,0,16,14,1,,
,,,,,,,,,,,trial,YELLOW,blue,incongruent,2,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,2,0.5672,1,1,17,15,1,,
,,,,,,,,,,,trial,RED,green,incongruent,9,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,9,0.6678,1,2,18,12,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,9,0.5573,1,3,19,2,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,2,0.5674,1,4,20,9,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,1,0.4866,1,5,21,8,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,2,0.534,1,6,22,1,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,1,0.5835,1,7,23,0,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,0,0.5838,1,8,24,3,1,,
,,,,,,,,,,,trial,BLUE,yellow,incongruent,0,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,0,0.6665,1,9,25,13,1,,
,,,,,,,,,,,trial,BLUE,green,incongruent,9,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,9,0.6004,1,10,26,5,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,0,0.551,1,11,27,11,1,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,0,0.5344,1,12,28,6,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,0,0.4839,1,13,29,10,1,,
,,,,,,,,,,,trial,YELLOW,red,incongruent,1,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,1,0.6891,1,14,30,7,1,,
,,,,,,,,,,,trial,RED,blue,incongruent,2,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,2,0.5343,1,15,31,4,1,,
,,,,,,,,,,,,,,,,19,2022-03-08_15h22.20.182,stroop,2021.1.4,Win32,59.91970759,,,,,,,,,,space,1.3404
