key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,trialsInst.thisRepN,trialsInst.thisTrialN,trialsInst.thisN,trialsInst.thisIndex,trialsInst.ran,infoType,thisWord,thisColor,condition,corrAns,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.keys,key_resp_6.rt
,,,,,,,,,,,trial,BLUE,yellow,incongruent,0,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,0,0.5599,0,14,14,13,1,,
,,,,,,,,,,,trial,YELLOW,blue,incongruent,2,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,2,0.7549,0,15,15,15,1,,
,,,,,,,,,,,trial,RED,green,incongruent,9,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,9,0.8145,1,0,16,12,1,,
,,,,,,,,,,,trial,BLUE,green,incongruent,9,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,9,0.5485,1,1,17,5,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,1,0.5138,1,2,18,8,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,0,0.3603,1,3,19,11,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,2,0.4995,1,4,20,1,1,,
,,,,,,,,,,,trial,YELLOW,red,incongruent,1,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,1,0.5601,1,5,21,7,1,,
,,,,,,,,,,,trial,RED,blue,incongruent,2,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,1,0.4144,1,6,22,4,1,,
,,,,,,,,,,,trial,BLUE,yellow,incongruent,0,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,0,0.7779,1,7,23,13,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,9,0.6379,1,8,24,10,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,1,0.6332,1,9,25,0,1,,
,,,,,,,,,,,trial,YELLOW,blue,incongruent,2,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,2,0.6696,1,10,26,15,1,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,0,0.7155,1,11,27,6,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,0,0.4642,1,12,28,3,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,9,0.7835,1,13,29,2,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,2,0.4213,1,14,30,9,1,,
,,,,,,,,,,,trial,GREEN,red,incongruent,1,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,1,0.4635,1,15,31,14,1,,
,,,,,,,,,,,,,,,,6,2022-03-05_15h25.08.296,stroop,2021.1.4,MacIntel,60.0024001,,,,,,,,,,space,0.8749
